Field #,Common Name,Band #,Year,Month,Day,Age,Sex,Breeding,Stage,Capture code,Blood,Feathers,Carcass,Country code,State,City/Town,Area/Reserve,Station,Lat,Lon,Contact,Field Notes,Location Code,MAPS Code,Observer
10N11819,Common Yellowthroat,259058969,2010,APR,28,O,M,No,Migrant,N,N,"Y
Y
Y",,US,TX,Fairview,,Heard Natural Science Museum and Wildlife Sanctuary,33.15,-96.6,Judy Woods,,HEMU,HEMU,Judy Woods
10N11820,Common Yellowthroat,259058981,2010,MAY,3,U,M,No,Migrant,N,N,"Y
Y
Y",,US,TX,Fairview,,Heard Natural Science Museum and Wildlife Sanctuary,33.15,-96.6,Judy Woods,,HEMU,HEMU,Judy Woods
10N11821,Common Yellowthroat,259059047,2010,MAY,13,S,F,No,Migrant,N,N,"Y
Y
Y",,US,TX,Fairview,,Heard Natural Science Museum and Wildlife Sanctuary,33.15,-96.6,Judy Woods,,HEMU,HEMU,Judy Woods
10N11822,Common Yellowthroat,259059041,2010,MAY,13,S,F,No,Migrant,N,N,"Y
Y
Y",,US,TX,Fairview,,Heard Natural Science Museum and Wildlife Sanctuary,33.15,-96.6,Judy Woods,,HEMU,HEMU,Judy Woods
10N11823,Common Yellowthroat,259059042,2010,MAY,13,S,F,No,Migrant,N,N,"Y
Y
Y",,US,TX,Fairview,,Heard Natural Science Museum and Wildlife Sanctuary,33.15,-96.6,Judy Woods,,HEMU,HEMU,Judy Woods
10N11824,Common Yellowthroat,259059007,2010,MAY,13,A,F,No,Migrant,R,N,"Y
Y
Y",,US,TX,Fairview,,Heard Natural Science Museum and Wildlife Sanctuary,33.15,-96.6,Judy Woods,,HEMU,HEMU,Judy Woods
10N11825,Common Yellowthroat,259059043,2010,MAY,13,S,F,No,Migrant,N,N,"Y
Y
Y",,US,TX,Fairview,,Heard Natural Science Museum and Wildlife Sanctuary,33.15,-96.6,Judy Woods,,HEMU,HEMU,Judy Woods
10N11826,Common Yellowthroat,259059039,2010,MAY,13,O,M,No,Migrant,N,N,"Y
Y
Y",,US,TX,Fairview,,Heard Natural Science Museum and Wildlife Sanctuary,33.15,-96.6,Judy Woods,,HEMU,HEMU,Judy Woods
10N11827,Common Yellowthroat,259059084,2010,SEP,15,A,F,No,Migrant,N,N,"Y
Y
Y",,US,TX,Fairview,,Heard Natural Science Museum and Wildlife Sanctuary,33.15,-96.6,Judy Woods,,HEMU,HEMU,Judy Woods
10N11828,Common Yellowthroat,259059097,2010,SEP,29,U,U,U,Migrant,,N,"Y
Y
Y",,US,TX,Fairview,,Heard Natural Science Museum and Wildlife Sanctuary,33.15,-96.6,Judy Woods,,HEMU,HEMU,Judy Woods
10N11829,Common Yellowthroat,259059102,2010,OCT,6,A,M,No,Migrant,N,N,"Y
Y
Y",,US,TX,Fairview,,Heard Natural Science Museum and Wildlife Sanctuary,33.15,-96.6,Judy Woods,,HEMU,HEMU,Judy Woods
10N11830,Common Yellowthroat,259059100,2010,OCT,6,A,F,No,Migrant,N,N,"Y
Y
Y",,US,TX,Fairview,,Heard Natural Science Museum and Wildlife Sanctuary,33.15,-96.6,Judy Woods,,HEMU,HEMU,Judy Woods
10N11831,Common Yellowthroat,259059109,2010,OCT,21,U,U,No,Migrant,N,N,"Y
Y
Y",,US,TX,Fairview,,Heard Natural Science Museum and Wildlife Sanctuary,33.15,-96.6,Judy Woods,,HEMU,HEMU,Judy Woods
10N11832,Common Yellowthroat,259059111,2010,OCT,21,H,M,No,Migrant,N,N,"Y
Y
Y",,US,TX,Fairview,,Heard Natural Science Museum and Wildlife Sanctuary,33.15,-96.6,Judy Woods,,HEMU,HEMU,Judy Woods
10N17351,Common Yellowthroat,259059055,2010,MAY,14,S,F,No,Migrant,N,N,Y,,US,TX,Fairview,,Heard Natural Science Museum and Wildlife Sanctuary,33.15,-96.6,Judy Woods,,HEMU,HEMU,Judy Woods
10N17352,Common Yellowthroat,259059058,2010,MAY,14,A,F,No,Migrant,N,N,Y,,US,TX,Fairview,,Heard Natural Science Museum and Wildlife Sanctuary,33.15,-96.6,Judy Woods,,HEMU,HEMU,Judy Woods
10N17353,Common Yellowthroat,259059048,2010,MAY,14,S,F,No,Migrant,N,N,Y,,US,TX,Fairview,,Heard Natural Science Museum and Wildlife Sanctuary,33.15,-96.6,Judy Woods,,HEMU,HEMU,Judy Woods
10N17354,Common Yellowthroat,259059049,2010,MAY,14,O,M,U,Migrant,N,N,Y,,US,TX,Fairview,,Heard Natural Science Museum and Wildlife Sanctuary,33.15,-96.6,Judy Woods,,HEMU,HEMU,Judy Woods
10N17355,Common Yellowthroat,259059050,2010,MAY,14,O,F,No,Migrant,N,N,Y,,US,TX,Fairview,,Heard Natural Science Museum and Wildlife Sanctuary,33.15,-96.6,Judy Woods,,HEMU,HEMU,Judy Woods
10N17356,Common Yellowthroat,259059052,2010,MAY,14,A,M,No,Migrant,N,N,Y,,US,TX,Fairview,,Heard Natural Science Museum and Wildlife Sanctuary,33.15,-96.6,Judy Woods,,HEMU,HEMU,Judy Woods
10N17357,Common Yellowthroat,259059054,2010,MAY,14,O,F,No,Migrant,N,N,Y,,US,TX,Fairview,,Heard Natural Science Museum and Wildlife Sanctuary,33.15,-96.6,Judy Woods,,HEMU,HEMU,Judy Woods
11N0059,Common Yellowthroat,259059141,2011,APR,28,U,M,No,Migrant,N,N,Y,,US,TX,Fairview,,Heard Natural Science Museum and Wildlife Sanctuary,33.15,-96.6,Judy Woods,,HEMU,HEMU,Judy Woods
11N0060,Common Yellowthroat,0,2011,MAY,5,U,U,U,Migrant,,N,Y,,US,TX,Fairview,,Heard Natural Science Museum and Wildlife Sanctuary,33.15,-96.6,Judy Woods,,HEMU,HEMU,Judy Woods
11N0061,Common Yellowthroat,259059161,2011,MAY,5,S,M,No,Migrant,N,N,Y,,US,TX,Fairview,,Heard Natural Science Museum and Wildlife Sanctuary,33.15,-96.6,Judy Woods,,HEMU,HEMU,Judy Woods
11N0062,Common Yellowthroat,259059163,2011,MAY,5,U,U,No,Migrant,N,N,Y,,US,TX,Fairview,,Heard Natural Science Museum and Wildlife Sanctuary,33.15,-96.6,Judy Woods,,HEMU,HEMU,Judy Woods
11N0063,Common Yellowthroat,259059153,2011,MAY,3,O,M,No,Migrant,N,N,Y,,US,TX,Fairview,,Heard Natural Science Museum and Wildlife Sanctuary,33.15,-96.6,Judy Woods,,HEMU,HEMU,Judy Woods
11N2682,Common Yellowthroat,259059187,2011,SEP,21,A,F,No,Migrant,N,N,Y,,US,TX,Fairview,,Heard Natural Science Museum and Wildlife Sanctuary,33.15,-96.6,Judy Woods,,HEMU,HEMU,Judy Woods
11N2683,Common Yellowthroat,259059185,2011,SEP,21,A,F,No,Migrant,N,N,Y,,US,TX,Fairview,,Heard Natural Science Museum and Wildlife Sanctuary,33.15,-96.6,Judy Woods,,HEMU,HEMU,Judy Woods
11N2684,Common Yellowthroat,259059186,2011,SEP,21,H,M,No,Migrant,N,N,Y,,US,TX,Fairview,,Heard Natural Science Museum and Wildlife Sanctuary,33.15,-96.6,Judy Woods,,HEMU,HEMU,Judy Woods
11N2685,Common Yellowthroat,259059196,2011,SEP,28,H,F,No,Migrant,N,N,Y,,US,TX,Fairview,,Heard Natural Science Museum and Wildlife Sanctuary,33.15,-96.6,Judy Woods,,HEMU,HEMU,Judy Woods
11N2686,Common Yellowthroat,248084684,2011,SEP,28,H,F,No,Migrant,N,N,Y,,US,TX,Fairview,,Heard Natural Science Museum and Wildlife Sanctuary,33.15,-96.6,Judy Woods,,HEMU,HEMU,Judy Woods
11N2687,Common Yellowthroat,259059181,2011,SEP,14,H,U,No,Migrant,N,N,Y,,US,TX,Fairview,,Heard Natural Science Museum and Wildlife Sanctuary,33.15,-96.6,Judy Woods,,HEMU,HEMU,Judy Woods
11N2688,Common Yellowthroat,266015608,2011,OCT,5,H,U,No,Migrant,N,N,Y,,US,TX,Fairview,,Heard Natural Science Museum and Wildlife Sanctuary,33.15,-96.6,Judy Woods,,HEMU,HEMU,Judy Woods
11N2689,Common Yellowthroat,166015603,2011,OCT,5,H,M,No,Migrant,N,N,Y,,US,TX,Fairview,,Heard Natural Science Museum and Wildlife Sanctuary,33.15,-96.6,Judy Woods,,HEMU,HEMU,Judy Woods
12N1852,Common Yellowthroat,266015643,2012,APR,18,O,M,No,Migrant,N,No,Yes,,US,TX,Fairview,,Heard Natural Science Museum and Wildlife Sanctuary,33.15,-96.6,Judy Woods,,HEMU,HEMU,Judy Woods
12N1853,Common Yellowthroat,266015646,2012,APR,30,O,M,U,Migrant,N,No,Yes,,US,TX,Fairview,,Heard Natural Science Museum and Wildlife Sanctuary,33.15,-96.6,Judy Woods,,HEMU,HEMU,Judy Woods
12N1854,Common Yellowthroat,266015647,2012,APR,28,S,M,,Migrant,,No,Yes,,US,TX,Fairview,,Heard Natural Science Museum and Wildlife Sanctuary,33.15,-96.6,Judy Woods,,HEMU,HEMU,Judy Woods
12N1863,Common Yellowthroat,266015655,2012,MAY,4,O,M,U,Migrant,N,No,Yes,,US,TX,Fairview,,Heard Natural Science Museum and Wildlife Sanctuary,33.15,-96.6,Judy Woods,,HEMU,HEMU,Judy Woods
12N1864,Common Yellowthroat,266015656,2012,MAY,9,S,F,No,Migrant,N,No,Yes,,US,TX,Fairview,,Heard Natural Science Museum and Wildlife Sanctuary,33.15,-96.6,Judy Woods,,HEMU,HEMU,Judy Woods
12N1865,Common Yellowthroat,266015657,2012,MAY,9,O,M,No,Migrant,N,No,Yes,,US,TX,Fairview,,Heard Natural Science Museum and Wildlife Sanctuary,33.15,-96.6,Judy Woods,,HEMU,HEMU,Judy Woods
12N1866,Common Yellowthroat,266015659,2012,MAY,9,A,M,No,Migrant,N,No,Yes,,US,TX,Fairview,,Heard Natural Science Museum and Wildlife Sanctuary,33.15,-96.6,Judy Woods,,HEMU,HEMU,Judy Woods
12N1892,Common Yellowthroat,266015784,2012,MAY,16,O,F,No,Migrant,N,No,Yes,,US,TX,Fairview,,Heard Natural Science Museum and Wildlife Sanctuary,33.15,-96.6,Judy Woods,,HEMU,HEMU,Judy Woods
12N1898,Common Yellowthroat,266015789,2012,MAY,17,S,F,No,Migrant,N,No,Yes,,US,TX,Fairview,,Heard Natural Science Museum and Wildlife Sanctuary,33.15,-96.6,Judy Woods,,HEMU,HEMU,Judy Woods
12N1899,Common Yellowthroat,266015787,2012,MAY,17,O,M,No,Migrant,N,No,Yes,,US,TX,Fairview,,Heard Natural Science Museum and Wildlife Sanctuary,33.15,-96.6,Judy Woods,,HEMU,HEMU,Judy Woods
12N1948,Common Yellowthroat,266015698,2012,OCT,3,A,F,No,Migrant,N,No,Yes,,US,TX,Fairview,,Heard Natural Science Museum and Wildlife Sanctuary,33.15,-96.6,Judy Woods,,HEMU,HEMU,Judy Woods
12N1960,Common Yellowthroat,263022263,2012,OCT,10,H,F,No,Migrant,N,No,Yes,,US,TX,Fairview,,Heard Natural Science Museum and Wildlife Sanctuary,33.15,-96.6,Judy Woods,,HEMU,HEMU,Judy Woods
13N0049,Common Yellowthroat,266015765,2013,APR,30,H,F,No,Migrant,N,N,Yes,,US,TX,Fairview,,Heard Natural Science Museum and Wildlife Sanctuary,33.15,-96.6,Judy Woods,,HEMU,HEMU,Judy Woods
13N0050,Common Yellowthroat,266015764,2013,APR,30,S,F,No,Migrant,N,N,Yes,,US,TX,Fairview,,Heard Natural Science Museum and Wildlife Sanctuary,33.15,-96.6,Judy Woods,,HEMU,HEMU,Judy Woods
13N0085,Common Yellowthroat,263022391,2013,MAY,5,O,M,No,Migrant,N,N,Yes,,US,TX,Fairview,,Heard Natural Science Museum and Wildlife Sanctuary,33.15,-96.6,Judy Woods,,HEMU,HEMU,Judy Woods
13N0086,Common Yellowthroat,263022292,2013,MAY,5,O,M,No,Migrant,N,N,Yes,,US,TX,Fairview,,Heard Natural Science Museum and Wildlife Sanctuary,33.15,-96.6,Judy Woods,,HEMU,HEMU,Judy Woods
13N0087,Common Yellowthroat,263022390,2013,MAY,5,O,F,No,Migrant,N,N,Yes,,US,TX,Fairview,,Heard Natural Science Museum and Wildlife Sanctuary,33.15,-96.6,Judy Woods,,HEMU,HEMU,Judy Woods
13N0105,Common Yellowthroat,263022294,2013,MAY,6,O,F,No,Migrant,N,N,Yes,,US,TX,Fairview,,Heard Natural Science Museum and Wildlife Sanctuary,33.15,-96.6,Judy Woods,,HEMU,HEMU,Judy Woods
13N0106,Common Yellowthroat,263022295,2013,MAY,6,O,M,No,Migrant,N,N,Yes,,US,TX,Fairview,,Heard Natural Science Museum and Wildlife Sanctuary,33.15,-96.6,Judy Woods,,HEMU,HEMU,Judy Woods
13N0150,Common Yellowthroat,253067705,2013,MAY,8,O,M,No,Migrant,N,N,Yes,,US,TX,Fairview,,Heard Natural Science Museum and Wildlife Sanctuary,33.15,-96.6,Judy Woods,,HEMU,HEMU,Judy Woods
13N0151,Common Yellowthroat,253067707,2013,MAY,8,A,F,No,Migrant,N,N,Yes,,US,TX,Fairview,,Heard Natural Science Museum and Wildlife Sanctuary,33.15,-96.6,Judy Woods,,HEMU,HEMU,Judy Woods
13N0871,Common Yellowthroat,271054544,2013,SEP,18,H,F,No,Migrant,N,N,Y,,US,TX,Fairview,,Heard Natural Science Museum and Wildlife Sanctuary,33.15,-96.6,Judy Woods,,HEMU,HEMU,Judy Woods
13N0899,Common Yellowthroat,271054550,2013,OCT,2,H,M,No,Migrant,N,N,Y,,US,TX,Fairview,,Heard Natural Science Museum and Wildlife Sanctuary,33.15,-96.6,Judy Woods,,HEMU,HEMU,Judy Woods
13N0900,Common Yellowthroat,271054554,2013,OCT,9,A,M,No,Migrant,N,N,Y,,US,TX,Fairview,,Heard Natural Science Museum and Wildlife Sanctuary,33.15,-96.6,Judy Woods,,HEMU,HEMU,Judy Woods
13N0901,Common Yellowthroat,271054557,2013,OCT,9,A,F,No,Migrant,N,N,Y,,US,TX,Fairview,,Heard Natural Science Museum and Wildlife Sanctuary,33.15,-96.6,Judy Woods,,HEMU,HEMU,Judy Woods
14N0382,Common Yellowthroat,271054608,2014,MAY,3,S,M,No,Migrant,N,N,Y,,US,TX,Fairview,,Heard Natural Science Museum and Wildlife Sanctuary,33.15,-96.6,Judy Woods,,HEMU,HEMU,Judy Woods
14N0383,Common Yellowthroat,271054597,2014,MAY,1,O,M,No,Migrant,N,N,Y,,US,TX,Fairview,,Heard Natural Science Museum and Wildlife Sanctuary,33.15,-96.6,Judy Woods,,HEMU,HEMU,Judy Woods
14N0384,Common Yellowthroat,271054699,2014,MAY,1,A,M,No,Migrant,N,N,Y,,US,TX,Fairview,,Heard Natural Science Museum and Wildlife Sanctuary,33.15,-96.6,Judy Woods,,HEMU,HEMU,Judy Woods
14N0454,Common Yellowthroat,271054645,2014,SEP,24,H,F,No,Migrant,N,N,Y,,US,TX,Fairview,,Heard Natural Science Museum and Wildlife Sanctuary,33.15,-96.6,Judy Woods,,HEMU,HEMU,Judy Woods
14N0459,Common Yellowthroat,271054651,2014,OCT,1,H,F,Yes,Migrant,R,N,Y,,US,TX,Fairview,,Heard Natural Science Museum and Wildlife Sanctuary,33.15,-96.6,Judy Woods,,HEMU,HEMU,Judy Woods
15N2115,Common Yellowthroat,271054689,2015,APR,29,O,M,No,Migrant,R,N,Y,,US,TX,Fairview,,Heard Natural Science Museum and Wildlife Sanctuary,33.15,-96.6,Judy Woods,,HEMU,HEMU,Judy Woods
15N2116,Common Yellowthroat,252098009,2015,APR,29,O,M,No,Migrant,N,N,Y,,US,TX,Fairview,,Heard Natural Science Museum and Wildlife Sanctuary,33.15,-96.6,Judy Woods,,HEMU,HEMU,Judy Woods
15N2117,Common Yellowthroat,271054695,2015,APR,29,A,F,No,Migrant,N,N,Y,,US,TX,Fairview,,Heard Natural Science Museum and Wildlife Sanctuary,33.15,-96.6,Judy Woods,,HEMU,HEMU,Judy Woods
15N2136,Common Yellowthroat,271054689,2015,APR,28,O,M,No,Migrant,N,N,Y,,US,TX,Fairview,,Heard Natural Science Museum and Wildlife Sanctuary,33.15,-96.6,Judy Woods,,HEMU,HEMU,Judy Woods
15N2157,Common Yellowthroat,275020912,2015,MAY,6,O,M,No,Migrant,N,N,Y,,US,TX,Fairview,,Heard Natural Science Museum and Wildlife Sanctuary,33.15,-96.6,Judy Woods,,HEMU,HEMU,Judy Woods
15N2158,Common Yellowthroat,275020909,2015,MAY,6,O,F,No,Migrant,N,N,Y,,US,TX,Fairview,,Heard Natural Science Museum and Wildlife Sanctuary,33.15,-96.6,Judy Woods,,HEMU,HEMU,Judy Woods
15N2159,Common Yellowthroat,275020911,2015,MAY,6,O,M,No,Migrant,R,N,Y,,US,TX,Fairview,,Heard Natural Science Museum and Wildlife Sanctuary,33.15,-96.6,Judy Woods,,HEMU,HEMU,Judy Woods
15N2190,Common Yellowthroat,275020917,2015,MAY,9,S,M,,Migrant,N,N,Y,,US,TX,Fairview,,Heard Natural Science Museum and Wildlife Sanctuary,33.15,-96.6,Judy Woods,,HEMU,HEMU,Judy Woods
15N2191,Common Yellowthroat,275020919,2015,MAY,9,O,M,,Migrant,N,N,Y,,US,TX,Fairview,,Heard Natural Science Museum and Wildlife Sanctuary,33.15,-96.6,Judy Woods,,HEMU,HEMU,Judy Woods
15N2192,Common Yellowthroat,275020921,2015,MAY,9,O,F,,Migrant,N,N,Y,,US,TX,Fairview,,Heard Natural Science Museum and Wildlife Sanctuary,33.15,-96.6,Judy Woods,,HEMU,HEMU,Judy Woods
15N2193,Common Yellowthroat,275020922,2015,MAY,9,S,M,,Migrant,N,N,Y,,US,TX,Fairview,,Heard Natural Science Museum and Wildlife Sanctuary,33.15,-96.6,Judy Woods,,HEMU,HEMU,Judy Woods
15N2194,Common Yellowthroat,275020923,2015,MAY,9,A,M,,Migrant,N,N,Y,,US,TX,Fairview,,Heard Natural Science Museum and Wildlife Sanctuary,33.15,-96.6,Judy Woods,,HEMU,HEMU,Judy Woods
15N2195,Common Yellowthroat,275020916,2015,MAY,9,A,F,,Migrant,N,N,Y,,US,TX,Fairview,,Heard Natural Science Museum and Wildlife Sanctuary,33.15,-96.6,Judy Woods,,HEMU,HEMU,Judy Woods
15N2196,Common Yellowthroat,275020920,2015,MAY,9,O,F,,Migrant,N,N,Y,,US,TX,Fairview,,Heard Natural Science Museum and Wildlife Sanctuary,33.15,-96.6,Judy Woods,,HEMU,HEMU,Judy Woods
15N2197,Common Yellowthroat,275020918,2015,MAY,9,A,F,,Migrant,N,N,Y,,US,TX,Fairview,,Heard Natural Science Museum and Wildlife Sanctuary,33.15,-96.6,Judy Woods,,HEMU,HEMU,Judy Woods
15N2198,Common Yellowthroat,252098022,2015,MAY,9,S,F,,Migrant,N,N,Y,,US,TX,Fairview,,Heard Natural Science Museum and Wildlife Sanctuary,33.15,-96.6,Judy Woods,,HEMU,HEMU,Judy Woods
15N2212,Common Yellowthroat,175020931,2015,MAY,13,A,F,No,Migrant,N,N,Y,,US,TX,Fairview,,Heard Natural Science Museum and Wildlife Sanctuary,33.15,-96.6,Judy Woods,,HEMU,HEMU,Judy Woods
15N2215,Common Yellowthroat,275020930,2015,MAY,13,A,F,No,Migrant,N,N,Y,,US,TX,Fairview,,Heard Natural Science Museum and Wildlife Sanctuary,33.15,-96.6,Judy Woods,,HEMU,HEMU,Judy Woods
15N2216,Common Yellowthroat,275020937,2015,MAY,13,A,M,No,Migrant,N,N,Y,,US,TX,Fairview,,Heard Natural Science Museum and Wildlife Sanctuary,33.15,-96.6,Judy Woods,,HEMU,HEMU,Judy Woods
15N2217,Common Yellowthroat,275020935,2015,MAY,13,A,M,No,Migrant,N,N,Y,,US,TX,Fairview,,Heard Natural Science Museum and Wildlife Sanctuary,33.15,-96.6,Judy Woods,,HEMU,HEMU,Judy Woods
15N2218,Common Yellowthroat,275020927,2015,MAY,13,A,M,No,Migrant,N,N,Y,,US,TX,Fairview,,Heard Natural Science Museum and Wildlife Sanctuary,33.15,-96.6,Judy Woods,,HEMU,HEMU,Judy Woods
15N2219,Common Yellowthroat,275020932,2015,MAY,13,A,M,No,Migrant,N,N,Y,,US,TX,Fairview,,Heard Natural Science Museum and Wildlife Sanctuary,33.15,-96.6,Judy Woods,,HEMU,HEMU,Judy Woods
15N2262,Common Yellowthroat,275020946,2015,SEP,23,S,M,,Migrant,,N,Y,,US,TX,Fairview,,Heard Natural Science Museum and Wildlife Sanctuary,33.15,-96.6,Judy Woods,,HEMU,HEMU,Judy Woods
15N2306,Common Yellowthroat,275020967,2015,OCT,28,A,U,No,Migrant,N,N,Y,,US,TX,Fairview,,Heard Natural Science Museum and Wildlife Sanctuary,33.15,-96.6,Judy Woods,,HEMU,HEMU,Judy Woods
16N1322,Common Yellowthroat,275021038,2016,APR,27,A,M,No,Migrant,N,,Y,,US,TX,Fairview,,Heard Natural Science Museum and Wildlife Sanctuary,33.15,-96.6,Judy Woods,,HEMU,HEMU,Judy Woods
16N1323,Common Yellowthroat,275021039,2016,APR,27,A,M,No,Migrant,N,,Y,,US,TX,Fairview,,Heard Natural Science Museum and Wildlife Sanctuary,33.15,-96.6,Judy Woods,,HEMU,HEMU,Judy Woods
16N1339,Common Yellowthroat,275021047,2016,MAY,3,A,M,No,Migrant,N,,Y,,US,TX,Fairview,,Heard Natural Science Museum and Wildlife Sanctuary,33.15,-96.6,Judy Woods,,HEMU,HEMU,Judy Woods
16N1340,Common Yellowthroat,275021048,2016,MAY,3,A,M,U,Migrant,N,,Y,,US,TX,Fairview,,Heard Natural Science Museum and Wildlife Sanctuary,33.15,-96.6,Judy Woods,,HEMU,HEMU,Judy Woods
16N1349,Common Yellowthroat,275021049,2016,MAY,4,A,M,No,Migrant,N,,Y,,US,TX,Fairview,,Heard Natural Science Museum and Wildlife Sanctuary,33.15,-96.6,Judy Woods,,HEMU,HEMU,Judy Woods
16N1350,Common Yellowthroat,275021050,2016,MAY,4,A,M,No,Migrant,N,,Y,,US,TX,Fairview,,Heard Natural Science Museum and Wildlife Sanctuary,33.15,-96.6,Judy Woods,,HEMU,HEMU,Judy Woods
16N1351,Common Yellowthroat,275021052,2016,MAY,4,A,M,No,Migrant,N,,Y,,US,TX,Fairview,,Heard Natural Science Museum and Wildlife Sanctuary,33.15,-96.6,Judy Woods,,HEMU,HEMU,Judy Woods
16N1352,Common Yellowthroat,275021053,2016,MAY,4,A,M,No,Migrant,N,,Y,,US,TX,Fairview,,Heard Natural Science Museum and Wildlife Sanctuary,33.15,-96.6,Judy Woods,,HEMU,HEMU,Judy Woods
16N1358,Common Yellowthroat,275021054,2016,MAY,5,A,M,No,Migrant,N,,Y,,US,TX,Fairview,,Heard Natural Science Museum and Wildlife Sanctuary,33.15,-96.6,Judy Woods,,HEMU,HEMU,Judy Woods
16N1359,Common Yellowthroat,275021055,2016,MAY,5,A,M,No,Migrant,N,,Y,,US,TX,Fairview,,Heard Natural Science Museum and Wildlife Sanctuary,33.15,-96.6,Judy Woods,,HEMU,HEMU,Judy Woods
16N1368,Common Yellowthroat,275021058,2016,MAY,6,A,M,No,Migrant,N,,Y,,US,TX,Fairview,,Heard Natural Science Museum and Wildlife Sanctuary,33.15,-96.6,Judy Woods,,HEMU,HEMU,Judy Woods
16N1381,Common Yellowthroat,275021060,2016,MAY,7,A,M,No,Migrant,N,,Y,,US,TX,Fairview,,Heard Natural Science Museum and Wildlife Sanctuary,33.15,-96.6,Judy Woods,,HEMU,HEMU,Judy Woods
16N1382,Common Yellowthroat,275021061,2016,MAY,7,O,F,No,Migrant,N,,Y,,US,TX,Fairview,,Heard Natural Science Museum and Wildlife Sanctuary,33.15,-96.6,Judy Woods,,HEMU,HEMU,Judy Woods
16N1403,Common Yellowthroat,275021062,2016,MAY,9,A,M,No,Migrant,N,,Y,,US,TX,Fairview,,Heard Natural Science Museum and Wildlife Sanctuary,33.15,-96.6,Judy Woods,,HEMU,HEMU,Judy Woods
16N1404,Common Yellowthroat,275021063,2016,MAY,9,O,M,No,Migrant,N,,Y,,US,TX,Fairview,,Heard Natural Science Museum and Wildlife Sanctuary,33.15,-96.6,Judy Woods,,HEMU,HEMU,Judy Woods
16N1405,Common Yellowthroat,275021069,2016,MAY,9,O,M,No,Migrant,N,,Y,,US,TX,Fairview,,Heard Natural Science Museum and Wildlife Sanctuary,33.15,-96.6,Judy Woods,,HEMU,HEMU,Judy Woods
16N1429,Common Yellowthroat,275021072,2016,MAY,13,O,F,No,Migrant,N,,Y,,US,TX,Fairview,,Heard Natural Science Museum and Wildlife Sanctuary,33.15,-96.6,Judy Woods,,HEMU,HEMU,Judy Woods
16N1430,Common Yellowthroat,275021073,2016,MAY,13,O,M,No,Migrant,N,,Y,,US,TX,Fairview,,Heard Natural Science Museum and Wildlife Sanctuary,33.15,-96.6,Judy Woods,,HEMU,HEMU,Judy Woods
16N1431,Common Yellowthroat,277029731,2016,MAY,13,O,M,No,Migrant,N,,Y,,US,TX,Fairview,,Heard Natural Science Museum and Wildlife Sanctuary,33.15,-96.6,Judy Woods,,HEMU,HEMU,Judy Woods
16N1432,Common Yellowthroat,277029736,2016,MAY,13,O,F,No,Migrant,N,,Y,,US,TX,Fairview,,Heard Natural Science Museum and Wildlife Sanctuary,33.15,-96.6,Judy Woods,,HEMU,HEMU,Judy Woods
16N1437,Common Yellowthroat,275021079,2016,MAY,17,A,M,No,Migrant,N,,Y,,US,TX,Fairview,,Heard Natural Science Museum and Wildlife Sanctuary,33.15,-96.6,Judy Woods,,HEMU,HEMU,Judy Woods
16N1477,Common Yellowthroat,275021092,2016,SEP,7,A,F,No,Migrant,N,,Y,,US,TX,Fairview,,Heard Natural Science Museum and Wildlife Sanctuary,33.15,-96.6,Judy Woods,,HEMU,HEMU,Judy Woods
16N1478,Common Yellowthroat,275021094,2016,SEP,7,A,F,No,Migrant,N,,Y,,US,TX,Fairview,,Heard Natural Science Museum and Wildlife Sanctuary,33.15,-96.6,Judy Woods,,HEMU,HEMU,Judy Woods
16N1490,Common Yellowthroat,277029779,2016,SEP,12,H,M,No,Migrant,N,,Y,,US,TX,Fairview,,Heard Natural Science Museum and Wildlife Sanctuary,33.15,-96.6,Judy Woods,,HEMU,HEMU,Judy Woods
16N1550,Common Yellowthroat,282048507,2016,SEP,28,A,F,No,Migrant,N,,Y,,US,TX,Fairview,,Heard Natural Science Museum and Wildlife Sanctuary,33.15,-96.6,Judy Woods,,HEMU,HEMU,Judy Woods
16N1551,Common Yellowthroat,282048508,2016,SEP,28,H,M,No,Migrant,N,,Y,,US,TX,Fairview,,Heard Natural Science Museum and Wildlife Sanctuary,33.15,-96.6,Judy Woods,,HEMU,HEMU,Judy Woods
16N1552,Common Yellowthroat,282048510,2016,SEP,28,H,F,No,Migrant,N,,Y,,US,TX,Fairview,,Heard Natural Science Museum and Wildlife Sanctuary,33.15,-96.6,Judy Woods,,HEMU,HEMU,Judy Woods
16N1603,Common Yellowthroat,282048534,2016,NOV,2,A,F,No,Migrant,N,,Y,,US,TX,Fairview,,Heard Natural Science Museum and Wildlife Sanctuary,33.15,-96.6,Judy Woods,,HEMU,HEMU,Judy Woods
08N10002,Common Yellowthroat,232009777,2008,APR,27,AHY,M,N,Migrant,N,,Y,,,TX,Mad Island,MAPS,TRAI-MADI,28.68,-96.04,Melissa Wolfe,,TRAI,MADI,
08N10013,Common Yellowthroat,232009789,2008,APR,29,6,F,N,Migrant,N,,Y,,,TX,Mad Island,MAPS,TRAI-MADI,28.68,-96.04,Melissa Wolfe,,TRAI,MADI,
08N10017,Common Yellowthroat,232009797,2008,APR,29,1,M,N,Migrant,N,,Y,,,TX,Mad Island,MAPS,TRAI-MADI,28.68,-96.04,Melissa Wolfe,,TRAI,MADI,
